qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
lcl|HQ257460.1_cds_ADR79307.1_1,MT_Pool_HQ_transcript/111565,90.805,87,2,1,40,126,275,355,1.66e-23,111
lcl|HQ257460.1_cds_ADR79307.1_1,MT_Pool_HQ_transcript/90309,90.805,87,2,1,40,126,275,355,1.66e-23,111
lcl|HQ257460.1_cds_ADR79307.1_1,MT_Pool_HQ_transcript/87677,90.805,87,2,1,40,126,277,357,1.66e-23,111
lcl|HQ257460.1_cds_ADR79307.1_1,MT_Pool_HQ_transcript/83644,90.805,87,2,1,40,126,276,356,1.66e-23,111
lcl|HQ257460.1_cds_ADR79307.1_1,MT_Pool_HQ_transcript/80397,90.805,87,2,1,40,126,275,355,1.66e-23,111
lcl|HQ257459.1_cds_ADR79306.1_1,MT_Pool_HQ_transcript/350887,90.805,87,2,1,40,126,275,355,1.66e-23,111
lcl|HQ257459.1_cds_ADR79306.1_1,MT_Pool_HQ_transcript/111565,90.805,87,2,1,40,126,275,355,1.66e-23,111
lcl|HQ257459.1_cds_ADR79306.1_1,MT_Pool_HQ_transcript/90309,90.805,87,2,1,40,126,275,355,1.66e-23,111
lcl|HQ257459.1_cds_ADR79306.1_1,MT_Pool_HQ_transcript/87677,90.805,87,2,1,40,126,277,357,1.66e-23,111
lcl|HQ257459.1_cds_ADR79306.1_1,MT_Pool_HQ_transcript/83644,90.805,87,2,1,40,126,276,356,1.66e-23,111
lcl|HQ257459.1_cds_ADR79306.1_1,MT_Pool_HQ_transcript/80397,90.805,87,2,1,40,126,275,355,1.66e-23,111
lcl|GU321222.1_cds_ADB79760.1_1,MT_Pool_HQ_transcript/380783,79.915,234,33,7,67,290,99,328,1.5399999999999998e-37,159
lcl|GU321221.1_cds_ADB79759.1_1,MT_Pool_HQ_transcript/380783,80.13,307,45,9,1,293,24,328,3.28e-54,215
lcl|GU321220.1_cds_ADB79758.1_1,MT_Pool_HQ_transcript/380783,79.814,322,49,10,1,308,9,328,7.449999999999999e-56,220
lcl|GU321219.1_cds_ADB79757.1_1,MT_Pool_HQ_transcript/380783,80.362,387,58,11,1,372,9,392,5.3300000000000006e-73,278
lcl|GU321218.1_cds_ADB79756.1_1,MT_Pool_HQ_transcript/380783,81.088,386,57,9,1,372,9,392,5.29e-78,294
lcl|GU321217.1_cds_ADB79755.1_1,MT_Pool_HQ_transcript/380783,80.829,386,58,9,1,372,9,392,2.46e-76,289
lcl|GU321216.1_cds_ADB79754.1_1,MT_Pool_HQ_transcript/380783,81.395,387,54,11,1,372,9,392,1.1400000000000001e-79,300
lcl|GU321215.1_cds_ADB79753.1_1,MT_Pool_HQ_transcript/380783,81.579,380,50,14,1,364,9,384,1.47e-78,296
lcl|GU321214.1_cds_ADB79752.1_1,MT_Pool_HQ_transcript/380783,80.57,386,59,10,1,372,9,392,1.15e-74,283
lcl|GU321212.1_cds_ADB79750.1_1,MT_Pool_HQ_transcript/385678,83.544,79,13,0,1,79,50,128,4.7e-12,75
lcl|GU321211.1_cds_ADB79749.1_1,MT_Pool_HQ_transcript/394409,82.432,222,28,7,11,230,56,268,7.279999999999999e-45,183
lcl|GU321206.1_cds_ADB79744.1_1,MT_Pool_HQ_transcript/394409,81.982,222,29,7,11,230,56,268,3.3899999999999996e-43,178
lcl|GU321205.1_cds_ADB79743.1_1,MT_Pool_HQ_transcript/394409,84.018,219,27,7,11,227,56,268,5.51e-51,204
lcl|GU321204.1_cds_ADB79742.1_1,MT_Pool_HQ_transcript/385678,83.544,79,13,0,1,79,50,128,4.57e-12,75
lcl|GU321203.1_cds_ADB79741.1_1,MT_Pool_HQ_transcript/385678,82.278,79,14,0,1,79,50,128,2.13e-10,69.4
lcl|GU321202.1_cds_ADB79740.1_1,MT_Pool_HQ_transcript/393860,87.097,93,12,0,1,93,52,144,1.3400000000000002e-21,106
lcl|GU321202.1_cds_ADB79740.1_1,MT_Pool_HQ_transcript/212441,87.097,93,12,0,1,93,1684,1776,1.3400000000000002e-21,106
lcl|GU321200.1_cds_ADB79738.1_1,MT_Pool_HQ_transcript/385678,83.544,79,13,0,1,79,50,128,4.57e-12,75
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/111565,76.456,1992,344,55,1,1936,20,1942,0,965
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/111565,75.843,1631,319,46,394,1994,356,1941,0,760
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/111565,75.851,1586,318,38,419,1994,351,1881,0,747
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/111565,76.555,1399,279,20,479,1854,351,1723,0,721
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/111565,76.525,1393,260,41,539,1899,351,1708,0,699
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/111565,76.235,1376,274,34,599,1964,351,1683,0,680
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/111565,76.134,1345,270,28,659,1994,351,1653,0,658
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/80397,76.444,1991,345,54,1,1936,20,1941,0,965
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/80397,75.843,1631,318,47,394,1994,356,1940,0,760
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/80397,75.851,1586,317,39,419,1994,351,1880,0,747
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/80397,76.588,1401,274,24,479,1854,351,1722,0,721
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/80397,76.525,1393,259,42,539,1899,351,1707,0,699
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/80397,76.102,1406,282,35,599,1994,351,1712,0,686
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/80397,76.134,1345,270,28,659,1994,351,1653,0,658
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/87677,76.51,1954,337,52,1,1899,22,1908,0,953
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/87677,75.759,1613,322,40,394,1994,358,1913,0,749
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/87677,75.974,1540,307,30,479,1994,353,1853,0,736
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/87677,76.235,1376,274,34,599,1964,353,1685,0,680
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/87677,76.134,1345,270,28,659,1994,353,1655,0,658
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/90309,76.145,2008,353,61,1,1964,20,1945,0,939
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/90309,76.678,1445,286,26,419,1854,351,1753,0,754
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/90309,75.804,1616,320,47,394,1994,356,1915,0,752
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/90309,76.217,1438,285,35,539,1964,351,1743,0,708
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/90309,76.163,1397,268,33,599,1964,351,1713,0,675
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/90309,75.935,1363,271,33,659,1994,351,1683,0,647
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/83644,75.988,1949,339,60,1,1899,21,1890,0,887
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/83644,75.877,1596,303,53,394,1964,357,1895,0,739
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/83644,76.676,1372,246,41,539,1854,352,1705,0,693
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/83644,76.222,1371,264,33,659,1994,352,1695,0,669
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/72771,75.38,2039,351,89,1,1964,20,1982,0,845
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/72771,75.918,1470,281,44,419,1854,362,1792,0,686
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/72771,75.015,1621,321,58,424,2010,398,1968,0,673
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/72771,75.737,1492,255,63,539,1994,362,1782,0,651
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/125234,75.523,1577,310,45,449,1994,62,1593,0,704
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/125234,75.654,1528,304,41,479,1994,62,1533,0,699
lcl|AY960602.1_cds_AAY29132.1_1,MT_Pool_HQ_transcript/125234,76.212,1341,267,23,539,1854,62,1375,0,662
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/111565,76.487,2186,376,68,1,2144,20,2109,0,1062
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/111565,76.829,1627,293,43,539,2116,351,1942,0,839
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/111565,76.626,1630,308,41,479,2079,351,1936,0,832
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/111565,75.725,1586,320,43,599,2174,351,1881,0,736
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/111565,76.571,1400,277,22,659,2034,351,1723,0,721
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/111565,76.492,1391,264,33,719,2079,351,1708,0,699
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/111565,76.235,1376,274,34,779,2144,351,1683,0,680
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/111565,76.059,1345,271,28,839,2174,351,1653,0,652
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/80397,76.487,2186,375,69,1,2144,20,2108,0,1061
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/80397,76.814,1626,294,42,539,2116,351,1941,0,837
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/80397,76.626,1630,307,42,479,2079,351,1935,0,832
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/80397,75.725,1586,319,44,599,2174,351,1880,0,736
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/80397,76.605,1402,272,26,659,2034,351,1722,0,721
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/80397,76.492,1391,263,34,719,2079,351,1707,0,699
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/80397,76.102,1406,282,35,779,2174,351,1712,0,686
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/80397,76.059,1345,271,28,839,2174,351,1653,0,652
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/90309,76.433,2181,363,78,1,2116,20,2114,0,1040
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/90309,76.618,1638,298,46,479,2079,351,1940,0,824
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/90309,76.446,1643,302,49,539,2144,351,1945,0,811
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/90309,76.109,1645,324,45,419,2049,351,1940,0,797
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/90309,76.54,1445,288,31,599,2034,351,1753,0,743
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/90309,76.147,1438,286,36,719,2144,351,1743,0,702
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/90309,76.163,1397,268,33,779,2144,351,1713,0,675
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/90309,75.862,1363,272,33,839,2174,351,1683,0,641
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/87677,76.402,2157,372,59,1,2116,22,2082,0,1037
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/87677,76.255,1773,330,52,419,2144,353,2081,0,857
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/87677,76.967,1589,285,41,539,2079,353,1908,0,832
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/87677,76.75,1600,299,39,479,2049,353,1908,0,826
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/87677,75.99,1541,305,32,659,2174,353,1853,0,736
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/87677,75.654,1606,316,42,599,2174,353,1913,0,730
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/87677,76.235,1376,274,34,779,2144,353,1685,0,680
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/87677,76.059,1345,271,28,839,2174,353,1655,0,652
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/83644,76.448,2106,342,72,1,2034,21,2044,0,1000
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/83644,76.344,1767,316,63,394,2116,357,2065,0,854
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/83644,76.326,1584,287,47,539,2079,352,1890,0,767
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/83644,75.412,1761,320,64,479,2174,352,2064,0,749
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/83644,75.504,1588,303,48,599,2144,352,1895,0,699
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/83644,76.603,1372,247,42,719,2034,352,1705,0,688
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/83644,76.149,1371,265,33,839,2174,352,1695,0,664
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/72771,75.734,2213,363,103,1,2116,20,2155,0,952
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/72771,75.964,1660,296,64,479,2079,362,1977,0,760
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/72771,75.765,1667,297,69,539,2144,362,1982,0,741
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/72771,75.834,1469,284,47,599,2034,362,1792,0,680
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/72771,75.737,1492,255,64,719,2174,362,1782,0,651
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/125234,76.147,1744,324,63,449,2144,62,1761,0,832
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/125234,76.399,1572,295,44,539,2079,62,1588,0,778
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/125234,76.212,1568,288,44,599,2116,62,1594,0,750
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/125234,75.589,1528,305,46,659,2174,62,1533,0,693
lcl|AY960601.1_cds_AAY29131.1_1,MT_Pool_HQ_transcript/125234,76.23,1342,265,25,719,2034,62,1375,0,662
lcl|AY960611.1_cds_AAY29128.1_1,MT_Pool_HQ_transcript/212441,82.906,234,31,8,1,234,52,276,2.01e-50,202
lcl|AY960609.1_cds_AAY29126.1_1,MT_Pool_HQ_transcript/212441,85.022,227,25,6,1,227,52,269,1.5399999999999998e-56,222
lcl|AY960607.1_cds_AAY29124.1_1,MT_Pool_HQ_transcript/389268,98.077,52,1,0,21,72,67,118,3.76e-17,91.6
lcl|DQ165555.2_cds_AAZ94728.1_1,MT_Pool_HQ_transcript/394409,82.126,207,27,6,1,207,48,244,1.78e-40,169
lcl|DQ165554.2_cds_AAZ94727.1_1,MT_Pool_HQ_transcript/394409,82.609,207,26,7,1,207,48,244,3.82e-42,174
lcl|DQ165553.1_cds_AAZ94726.1_1,MT_Pool_HQ_transcript/394409,79.227,207,33,6,1,207,48,244,1.7999999999999998e-30,135
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,83.759,1958,219,26,208,2099,277,2201,0,1762
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,83.097,1976,230,37,303,2253,777,2673,0,1703
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,83.854,1858,209,35,290,2097,413,2229,0,1685
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.929,1939,248,27,295,2202,586,2472,0,1670
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,84.075,1752,206,27,380,2099,353,2063,0,1622
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.447,1937,232,34,290,2202,854,2706,0,1594
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,84.248,1695,190,29,454,2099,367,2033,0,1580
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.529,1906,222,44,342,2202,375,2214,0,1572
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.491,1879,242,28,342,2187,603,2427,0,1567
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.143,1575,183,19,625,2187,388,1923,0,1565
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.883,1852,206,41,295,2121,949,2714,0,1561
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.313,1894,231,32,290,2176,914,2710,0,1546
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,83.039,1757,211,32,470,2202,353,2046,0,1513
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,84.635,1562,185,17,670,2202,373,1908,0,1504
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,84.447,1556,183,24,560,2099,353,1865,0,1478
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,86.657,1379,127,8,710,2067,353,1695,0,1474
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,83.056,1682,205,30,290,1967,1004,2609,0,1454
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,86.766,1345,121,12,774,2097,387,1695,0,1445
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.843,1667,210,18,290,1954,1034,2626,0,1424
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.427,1393,148,20,800,2187,353,1695,0,1397
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,83.218,1585,182,27,379,1954,1201,2710,0,1376
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.266,1686,205,33,290,1967,1094,2693,0,1371
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.229,1354,163,12,860,2202,353,1680,0,1358
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.477,1322,159,8,890,2202,353,1650,0,1347
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.743,1582,195,32,349,1924,1201,2710,0,1338
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.308,1577,199,35,295,1864,1207,2710,0,1293
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.413,1282,144,15,950,2202,353,1620,0,1291
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,81.959,1552,200,29,290,1834,1232,2710,0,1242
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,87.63,1059,109,5,1100,2149,353,1398,0,1210
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,84.887,1244,131,15,980,2202,353,1560,0,1203
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.284,1196,125,15,1010,2202,353,1500,0,1186
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,86.583,1036,114,6,1075,2099,358,1379,0,1120
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.97,1062,128,5,1135,2187,358,1407,0,1116
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,82.222,1350,170,32,343,1684,1423,2710,0,1099
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,81.56,1372,187,29,349,1714,1399,2710,0,1072
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,81.4,1371,179,31,295,1654,1405,2710,0,1050
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,84.725,1054,136,9,1160,2202,353,1392,0,1031
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.63,1016,107,10,1190,2202,353,1332,0,1031
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,87.855,881,80,3,1220,2097,353,1209,0,1009
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,80.307,1305,173,41,290,1564,1460,2710,0,909
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.52,884,95,13,1310,2187,353,1209,0,893
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,86.634,823,83,4,1280,2099,353,1151,0,885
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.885,836,91,6,1370,2202,353,1164,0,865
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,80.344,1221,174,32,290,1504,1550,2710,0,865
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,85.029,855,97,8,1340,2189,353,1181,0,841
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,84.962,798,93,3,1400,2194,353,1126,0,784
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,84.564,745,88,4,1461,2202,354,1074,0,713
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,79.278,1052,158,30,342,1384,1710,2710,0,680
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,84.334,683,86,5,1520,2202,353,1014,0,649
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/87677,78.351,1067,175,31,295,1354,1693,2710,0,640
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.176,2009,253,25,208,2202,275,2212,0,1759
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.325,1925,246,25,290,2202,639,2500,0,1707
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.902,1876,205,36,290,2097,411,2257,0,1701
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,82.79,1964,228,35,303,2223,775,2671,0,1653
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.79,1752,211,27,380,2099,351,2061,0,1594
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,85.06,1593,181,20,625,2187,386,1951,0,1570
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,82.788,1865,213,34,290,2112,852,2650,0,1567
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.371,1774,206,32,454,2202,365,2074,0,1559
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,84.615,1612,187,28,623,2202,354,1936,0,1546
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,82.876,1822,213,24,290,2089,912,2656,0,1544
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,81.87,1914,254,21,295,2202,704,2530,0,1526
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.044,1787,199,38,295,2056,947,2654,0,1526
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,81.856,1907,247,26,290,2187,729,2545,0,1513
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.898,1652,191,23,470,2097,351,1951,0,1507
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,84.353,1585,191,17,530,2099,351,1893,0,1500
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,82.032,1870,237,35,342,2202,601,2380,0,1500
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,86.373,1409,135,8,710,2097,351,1723,0,1485
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,82.596,1764,209,34,290,2049,1002,2671,0,1467
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.155,1680,207,25,290,1967,1032,2637,0,1465
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,85.939,1401,146,9,670,2067,371,1723,0,1448
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,85.298,1408,152,20,800,2202,351,1708,0,1402
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,82.682,1663,200,30,290,1947,1092,2671,0,1395
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.409,1543,182,23,349,1887,1199,2671,0,1363
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,85.229,1354,163,12,860,2202,351,1678,0,1358
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,83.301,1545,180,21,379,1917,1199,2671,0,1352
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,85.477,1322,159,8,890,2202,351,1648,0,1347
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,85.413,1282,144,15,950,2202,351,1618,0,1291
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,82.487,1536,197,28,295,1827,1205,2671,0,1280
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,82.886,1490,185,24,290,1774,1230,2654,0,1275
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,87.63,1059,109,5,1100,2149,351,1396,0,1210
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,84.887,1244,131,15,980,2202,351,1558,0,1203
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,85.284,1196,125,15,1010,2202,351,1498,0,1186
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,82.707,1330,174,16,379,1707,1397,2671,0,1131
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,86.583,1036,114,6,1075,2099,356,1377,0,1120
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/111565,85.97,1062,128,5,1135,2187,356,1405,0,1116
